split,image,sha256,brightness,contrast,saturation,box_count,box_area_total,box_area_median,box_area_min,object_extent,slice_id,slice
train,20131014_ksp1832_mpsmc1_jpg.rf.aaa447d2bf4fd7ae926fc9c4227d906a.jpg,e4a3226f1e8ef2ce1637e3a70f2865381ed9215b203b9d96a22efdb49bcb5779,0.04346747890094549,0.07235851559039645,0.3916577208275889,10.0,0.2433058252427185,0.013812297734627832,0.0022071197411003235,0.39922330097087383,2,dark_small_objects_many_parts
train,220n-atv-thruster-cluster_jpg.rf.f0b8c7f93213fe07ea381f846b63c046.jpg,9df16308485cef29db4b740a012665a53bb286344721ab001624f7fd1a0214f7,0.5253397518349188,0.2330366995688989,0.12866584927428001,5.0,0.17508479468860505,0.03935916865122321,0.019744533448798444,0.5238507613480552,0,bright_large_objects_many_parts
train,30648777498_6b0074fdf4_o_jpg.rf.a6ce3339db4e559173cef7fe0614696f.jpg,a74532aa8ace079d53df5489a78648f4f87e2e6f9ae925f9fc17c7191a759f13,0.4083022289444624,0.24719705344571222,0.22189042334463083,0.0,0.0,0.0,0.0,0.0,2,dark_small_objects_many_parts
train,3229222435_jpg.rf.4ac98880d7468fa16072b48d3a7d3ff7.jpg,0b6560859638a75ff5058a6ebc0fc210a0534df1dc9d1812e87cb2e612488a5f,0.4562301785138928,0.26177755563022226,0.11798391903147978,1.0,0.4163342833227716,0.4163342833227716,0.4163342833227716,0.41633428332277156,1,bright_large_objects_few_parts
train,38da520b31cf0ab32afbc94cd54456bc_jpg.rf.7c1defdb26a4b82316f4eac6189b5a0f.jpg,49cbae6c7689694d57c4e04f383c0d9e2d78c45d38e1bb4c477b53b3342c510c,0.3839220276349142,0.18572467763585893,0.3325835882448683,1.0,0.03570721402594481,0.03570721402594481,0.03570721402594481,0.035707214025944845,2,dark_small_objects_many_parts
train,3D-printed_platinum_thruster_chamber_and_nozzle_jpg.rf.39b40571e5639fe202db95b4cb069fc3.jpg,448b526fb31072d9a2406cd7d667b01a98bc6cdaac3c9f2f2355bf025cdd5c25,0.5124905739201632,0.10107369841329752,0.22379958208869485,1.0,0.2900517892050391,0.2900517892050391,0.2900517892050391,0.29005178920503905,1,bright_large_objects_few_parts
train,3D-printed_platinum_thruster_chamber_and_nozzle_pillars_jpg.rf.75a470013a52cf40514ef7fd3225e84b.jpg,66fa01ffdca1e8225f2cc2e489150e2a2c7bf721f85f2398b80574bf2ffe58e6,0.44407924000185994,0.23204424233759804,0.2307172737869562,1.0,0.12762209111766634,0.12762209111766634,0.12762209111766634,0.12762209111766637,1,bright_large_objects_few_parts
train,487090main_thrust_test_jpg.rf.9e9fce452fd5276217673efcd5f68bf3.jpg,79cf68cd18d132d81cf639dd99cfdd56527c092cbc87e6900a9f7eed2c2a4227,0.1564475535584604,0.1771886017796186,0.39261456657858457,1.0,0.00794849537037037,0.00794849537037037,0.00794849537037037,0.007948495370370377,2,dark_small_objects_many_parts
train,49438910138_4a3bd45349_c_d_jpg.rf.38ceca432bf6d2eda29fd5be6571820d.jpg,91fb5d671678ec14e5e19c5ee7f470758fd6c64b4118492e63861eb711a32466,0.06560512254901961,0.11727696457640106,0.28186223647173714,17.0,0.25862291666666665,0.0028333333333333335,0.0002291666666666667,0.4128374999999999,2,dark_small_objects_many_parts
train,5021412_orig_png.rf.1d3f1daf0b6e47f1ca7a22e022468846.jpg,5b96f499d5ac3a880026cb2ec964ae1028c6acd5384e45d56f45b0855f21123b,0.6372009517991291,0.14317214289236918,0.18666176889456954,1.0,0.06916401282598465,0.06916401282598465,0.06916401282598465,0.0691640128259847,2,dark_small_objects_many_parts
train,53hi36nplsi21_png.rf.4e3e9dd8050092dc8af5adbeb9263abe.jpg,88a0821e28eb49f32b58d81b4a66c3a4fdfc9985a9220a719f164caea73f2278,0.051834897346284194,0.10123232904090959,0.11171759063122319,23.0,0.12412905092592595,0.0008743248456790125,9.403935185185185e-05,0.2474049961419753,2,dark_small_objects_many_parts
train,54as6dfasdfaCapture_PNG.rf.990964bee88c5373af818985521f171f.jpg,cba2ed9860be8ea78748df5823c213145d1fdb51bd915731e1622eabc9920f70,0.7129498763995862,0.31612447433795704,0.23690158619600185,11.0,0.3553369801528859,0.018327605956471933,0.004733852303808121,0.8512518409425627,0,bright_large_objects_many_parts
train,55c0ab50627fecec10f96a5477319cc3_jpg.rf.612c538ae30492d1a19817f9c600691c.jpg,54b683d1befcdf7243ab78588e2e390eb3501120b021a88d14e97829f569ddcd,0.3129013112745098,0.2850622649402906,0.3180323881261489,6.0,0.5749593749999999,0.07680000000000001,0.00050625,0.88359375,0,bright_large_objects_many_parts
train,6807423517_3525e1609b_b_jpg.rf.e8d03779269fa79953fb31a241dab92a.jpg,6dfc660811f8fd0e637f567c96bed1ab691532235127ec19e06a19e0756f95c5,0.41820707632825266,0.10607327417004958,0.6558679318895527,32.0,0.013254801432291666,0.00040880839029947913,0.000286102294921875,0.26363118489583337,2,dark_small_objects_many_parts
train,6988500429_a49e78b0ae_o_jpg.rf.ec98d343c04caf71a0cc40edc363ce37.jpg,95b3f6212b3ac788f2c9776e57d847bf51f673fd673bf8fea533f487338f03ad,0.5384014179720801,0.22080352669093886,0.11803401872223498,4.0,0.19417317708333334,0.05103812839673913,0.030570652173913044,0.798828125,0,bright_large_objects_many_parts
train,6PxdzGM_jpg.rf.cbfc454f1a83890663f1713ce6aae4f9.jpg,3d1fbdbd3fdbad8537450f617fbaeed2c86443011d90636c6291a427e5b27d6d,0.053556091140159766,0.1144320991839217,0.14524756038890166,4.0,0.16746759259259258,0.03474768518518519,0.02849074074074074,0.21910725308641976,2,dark_small_objects_many_parts
train,74MVJ3J_jpg.rf.bb93393c536574c9522bed3816bdf67f.jpg,6982135e663db27a3f703b05cbed7aa2f1a55525c2342fd1a277cffa5ec215c2,0.0518438161916001,0.1172138634107322,0.1390534195245481,9.0,0.05469762731481481,0.005462962962962963,0.0013503086419753086,0.07215856481481481,2,dark_small_objects_many_parts
train,77QePjU_png.rf.3a6c0457f72b006abfd7c6aaba42aa0f.jpg,b56d18b221b77beac7d8ab926f6f85e0b165b8f21a2ce8f87f1daf794f5f8b90,0.06872688163807189,0.09205354818875237,0.14799686506682752,6.0,0.0991525607638889,0.017428385416666664,0.0037337239583333337,0.2383615451388889,2,dark_small_objects_many_parts
train,77j9t555i7a31_png.rf.87961ae163d90249f8d96b7d87d0fff2.jpg,e49813b15afe1c2a112db4317bf912ba74c1b759fb8e9fd4f2c1c173cc4778a1,0.030590039488017428,0.07484959443657166,0.04867112402822457,4.0,0.05853009259259259,0.013344907407407406,0.008722993827160493,0.06666666666666668,2,dark_small_objects_many_parts
train,7924SyZ_jpg.rf.25f002ff8916071e0ca918121d9ffa96.jpg,76dd6645e357244e05c336e9b58bdef863946721eac4510b905f7ecd93afc93d,0.10759267391370128,0.10914798727556961,0.17951232311772367,11.0,0.04243827160493827,0.00013937114197530863,8.777006172839507e-05,0.07434606481481482,2,dark_small_objects_many_parts
train,7bERfDF_png.rf.08b1cea14b04f6063b522f88d8bf99f9.jpg,7cdc526796e3861d17d736e2287bba7d09a32e727af0ff3fc33f01cbdbcb0ce3,0.03922407860849418,0.0745934369554937,0.1287768195657169,16.0,0.11784489949544272,9.1552734375e-05,3.814697265625e-05,0.17810821533203125,2,dark_small_objects_many_parts
train,8737463b866d51defa7dbfb24c516dca_png.rf.ab41c3b9f7d230e11f1a6aea67c54fd5.jpg,b78090049df04b217c350e174702d599b239a6ba66d479e31ebfa4ed2ccb87fc,0.06282042817126851,0.11129128241911283,0.15946831796683517,16.0,0.20778458049886622,0.0039016439909297053,0.0017125850340136053,0.3086099773242631,2,dark_small_objects_many_parts
train,8fb617d63a24f787078e5e5b3a7917a7_jpg.rf.86de73231dbcee75eec145b737060cef.jpg,45249433f75a6e93a180c442dcd38657c14a094c08ace5fe5c69630abdfe624c,0.15547120665395786,0.15211961116951983,0.23018459245270373,3.0,0.2035768711419753,0.048632812500000004,0.04400848765432098,0.4486805555555555,2,dark_small_objects_many_parts
train,952bb5087346388b388c49c6edddd30b_jpg.rf.4be96e4d006cd030d69f6d08315d01cc.jpg,0ac0155c02761228de8f9ad5f8657fca63f764926ba5064fca5e57d5b967bd8d,0.2129728370098039,0.0940805701774283,0.6396234250536152,4.0,0.06393958333333333,0.012151562499999997,0.0005531249999999999,0.0912333333333333,2,dark_small_objects_many_parts
train,9t8NX5b_jpg.rf.d298a0b011b7600a5f00fee1aac21e81.jpg,26b28697ac34bef271458fabb5c9bed4bdd9c673b5b5963ebedb8950f5e35705,0.12308085398511256,0.11125393218540924,0.17945238001206343,13.0,0.10299864969135801,0.00015576774691358024,0.00012297453703703702,0.17745225694444441,2,dark_small_objects_many_parts
train,A19731131000cp06_JPG.rf.654d2d20968ce711d276cf1424fbf275.jpg,2b6fda6c75f7061e1ed5b2b7b24ea905d00b11a7fcdaea4411a65bfa1d04c312,0.43941227123766663,0.18107535480300244,0.07138722737630208,0.0,0.0,0.0,0.0,0.0,2,dark_small_objects_many_parts
train,A19731643000cp08_JPG.rf.3226e7e7f8248ae6546d9cc4c7abb45b.jpg,604487571ad904a8270adf25e1197a4e8af841439f7f49cd2ea9f10dccb2b320,0.4470068600783893,0.14692880295078697,0.10176655638451669,1.0,0.376159525029274,0.376159525029274,0.376159525029274,0.376159525029274,1,bright_large_objects_few_parts
train,A19740784000D_JPG.rf.b61d7455e2b7d521216233fcae2631f4.jpg,9db299a2f0974376cb85d785a157d20140b3d6862370fe2450ee3d0b12e21f7e,0.7430607709142883,0.30486513938791693,0.15213810041839002,1.0,0.21328321943811693,0.21328321943811693,0.21328321943811693,0.21328321943811693,1,bright_large_objects_few_parts
train,A19800081000cp01_JPG.rf.c0f0e18799e246940346090a4f2e6ddf.jpg,efc4c493f9ac93c6948185bd56cf08b0604c9977d997713fde982c86e6dbb997,0.6731070985137476,0.22488158895057067,0.06049003975064147,4.0,0.28782486815998326,0.07260848246919381,0.042238163768796994,0.7417869217314119,0,bright_large_objects_many_parts
train,A89SD4F8ASD4FADFCapture_PNG.rf.bae1f3ce8e84664362cc4a22cc8394bb.jpg,676211e7c8dd2f4c66480c66b6d46269095ab6dd9bb216f6cd505ef39fc0de2e,0.6850761523987012,0.23341738119404798,0.03947627123664407,1.0,0.171164118622214,0.171164118622214,0.171164118622214,0.171164118622214,1,bright_large_objects_few_parts
train,ADS54FA6SDF84A8S6DFCapture_PNG.rf.4db564e8b42c6849acf8f398332489f3.jpg,6dc043f91f47f178d7f423039854cc9992e636603e632c97decdd7cef5975b05,0.6793612025229672,0.24508136333845176,0.29969629025926775,1.0,0.12272727272727274,0.12272727272727274,0.12272727272727274,0.12272727272727274,1,bright_large_objects_few_parts
train,AS54DF89ASD4FCapture_PNG.rf.5036f2dbe912a700bde34e2c21cd620d.jpg,702a91dece0a39880930b52528354ca6a2a090adb6efabfc44d7a88ad587e8e6,0.6619339201428753,0.24948873389344478,0.03745475843840954,1.0,0.36356678147722926,0.36356678147722926,0.36356678147722926,0.3635667814772293,1,bright_large_objects_few_parts
train,AS564DF4A68DSFACapture_PNG.rf.ceaca7d5383a4adf075e1bf59665c01a.jpg,0bef315ca8b054d97cc29118c80dd5cc104b3ad64b10e1082ceccd8ad838e2e7,0.657943457103121,0.2387236347582455,0.03850253236060049,1.0,0.12137862137862138,0.12137862137862138,0.12137862137862138,0.12137862137862139,1,bright_large_objects_few_parts
train,Antenna_100_jpg.rf.c59ce02213b7e47c2106953118d1dad7.jpg,7a13688657c5b28c39408baed662b696545c971cdabbd0727b49823035e8484f,0.025967811572935488,0.13221604740542278,0.027575618145512598,7.0,0.07207534135185954,0.007569617769247621,0.0009703948915832356,0.1141127942937555,2,dark_small_objects_many_parts
train,Antenna_101_jpg.rf.5906581d37a812dc7ee528707fc277fe.jpg,26bcc73b562a9a35f8affd9c11548b9a6fddfc1a51e1debafc7d3f5f61feeef3,0.03542983905522931,0.1398850108760829,0.014996451022578221,8.0,0.2173738318636286,0.009937811396629425,0.002991826909507316,0.38872917246282734,2,dark_small_objects_many_parts
train,Antenna_102_jpg.rf.03044d2c533f4cc5bea8b2cb8b5b2a9a.jpg,d9704d84c40b249d9908967683f97854c00c7720b6e86df3affb99fa3a183258,0.01733327883394069,0.11908070480745428,0.03136574988271676,8.0,0.05960133167210329,0.005365396685872959,0.0006491699897987574,0.17466839241049043,2,dark_small_objects_many_parts
train,Antenna_103_jpg.rf.2310b58066f6edb390846a7428148878.jpg,dc2fd223a66f43a04b7a2b26fdaf63c839c0791067338798696f0a1c07588a6c,0.06661027508041362,0.20525687142297333,0.03829047633152382,6.0,0.18318152432640214,0.010264412447397743,0.00033869738598196037,0.3077253916860544,2,dark_small_objects_many_parts
train,Antenna_104_jpg.rf.1d5ec1b5af852bf94104514a52981e3a.jpg,f3185fda89abbcc2b6827de21769f32f6c3cc6129e63f04cd22f58b0df8969db,0.06386308403260824,0.22884298641208364,0.06875180263145297,5.0,0.23091097500493935,0.05269163619062211,0.005505176559452815,0.31224001279523456,2,dark_small_objects_many_parts
train,Antenna_105_jpg.rf.a628531f28a84cf5698d4584e82b8cb9.jpg,cd6b68bbd20530e7936d51079993699d8ac2dbe194ea4bff7e42ac056ed78dea,0.08387925622665444,0.23099046054476488,0.01604784236234777,8.0,0.2288545980186203,0.024253152103351088,0.002247230275245388,0.34314211715435067,2,dark_small_objects_many_parts
train,Antenna_106_jpg.rf.f626539dd541598020bf166a7863922b.jpg,b8ef2c692ca659d4048e65a1f4e7410f496afbf80f1f4315e75724e1d19ef713,0.028916212902562546,0.11738697754511658,0.004933407259922401,9.0,0.20493611118951327,0.0031047260381679696,0.0012795234581540725,0.3730550101004399,2,dark_small_objects_many_parts
train,Antenna_107_jpg.rf.c10b0677d094e031f86bf18e7d4e60af.jpg,be367e05bf467cb914f483ead70204f55c649e30145423c6818886c7658b87a8,0.022516155261812262,0.13297904789170795,0.03130294388415767,5.0,0.09576130973741545,0.018676741569862387,0.0022216935675721445,0.138825607135225,2,dark_small_objects_many_parts
train,Antenna_108_jpg.rf.5b0d117a8cadc1faaff9a75130e92501.jpg,b92cbb8285178227069fccd33df4ac3949064a98e1409377f4492613b986253f,0.11428557423477437,0.21704320286099518,0.021221536748549517,9.0,0.5817907145842826,0.016233281856706812,0.0067416908257361624,0.8681875792141953,0,bright_large_objects_many_parts
train,Antenna_109_jpg.rf.05b4767b72df14a324a82755e9e81d3c.jpg,11c11674db72058ad9e8fab687b91e31ce3095cb969ae801cefe27ca823c03ff,0.11426849178491494,0.2072649950320575,0.06808206146838618,11.0,0.6171724950841838,0.008171746455437773,0.0005913763882224705,1.0,0,bright_large_objects_many_parts
train,Antenna_110_jpg.rf.2914369121802b1cda5e739016f40529.jpg,2fa53dc768a88b4825260409d4803d37e42fd32a4cd056b15c7d29bb7436e7d8,0.07739023386169018,0.21847144840336338,0.07204716252345665,10.0,0.29485220294424797,0.005131534205075891,0.0012701151974323513,0.43982274836800267,2,dark_small_objects_many_parts
train,Antenna_111_jpg.rf.8d3e963346f2a6097efc6136f028e174.jpg,4a14ad987d4c5f885b70fae37b0cdb800b6fbac621fe2ca451206787383c19db,0.04328821927372075,0.16857208768434787,0.07739518857469746,9.0,0.23647394516596842,0.01074960989318936,0.0033587490776544396,0.2954637398911598,2,dark_small_objects_many_parts
train,Antenna_112_jpg.rf.9858ec7fb73f3adc4adbe140f19ec391.jpg,6e5beeef6de2a756cf67d139a09007811eb65c0ff524c90fad273328b387ec41,0.061142357341712535,0.21542382160672596,0.10625290964163986,8.0,0.24482310453787295,0.021802300185342738,0.0036127721171409105,0.3127776276936186,2,dark_small_objects_many_parts
train,Antenna_113_jpg.rf.78bda13b389a1c18c711fa9b0553036b.jpg,d0bc2287d4cc0383ff5dd797cf63993ea74b64c9cbdab967d194714bb73e9d53,0.06356619938181138,0.22598108465979538,0.08074177012724035,8.0,0.18673650284196674,0.014713847750148851,0.0023708817018737224,0.31110430132239825,2,dark_small_objects_many_parts
train,Antenna_114_jpg.rf.f95f1cfc3ccc05871eb8df98c1585827.jpg,fd68aa029daa8f8a9bfa97f04c336923b791bed2c40d67488b5bfca110b1a3d2,0.05024795510662603,0.18712880213666155,0.08881653430415135,8.0,0.26949290818747174,0.02049589598226946,0.00369610242639044,0.3420373185381714,2,dark_small_objects_many_parts
train,Antenna_115_jpg.rf.cb7a67589dbef26d126ae0970d4aa7af.jpg,11c64f399dbf80dd52494ecd5f62155537e4a627ff3d3e2d8123e431c633b0d4,0.021830723254281807,0.0792694736109396,0.008516335019878312,6.0,0.2326631571381741,0.021255261224969194,0.0021860050101061095,0.4653193022314081,2,dark_small_objects_many_parts
train,Antenna_116_jpg.rf.0f4cfd00b39825b83111f6cf2e46c919.jpg,6f311da7d814009816450abba5547a354694f92d837cfd717c4ae793b0e098ef,0.014881972331501849,0.0828133245206629,0.01332844004911535,7.0,0.1309920115278019,0.015049601452895712,0.001595240223894595,0.20487617605141228,2,dark_small_objects_many_parts
train,Antenna_117_jpg.rf.68e10d229e7af2f51496ec4ab0e38163.jpg,90019829fad27956f657a67529b9fd9709a563351b1703d9934ea78e753b5860,0.04112698411225294,0.18080793157224703,0.058394420848173256,5.0,0.2253180400633188,0.011275368263835203,0.007143520782824698,0.2092394210154493,2,dark_small_objects_many_parts
train,Antenna_118_jpg.rf.ec8e4410cafdb5d5487ac03e09dccf8b.jpg,ff66157883a579afa1115d86b7f32c52d04b92bf85e9f335fcf39db8879abb9e,0.09717040956907651,0.28985454717556897,0.0,4.0,0.17333950393288067,0.02471044636925078,0.001277945190350725,0.1884206595880073,2,dark_small_objects_many_parts
train,Antenna_119_jpg.rf.8e6407a95cd991b462fca2dc640d97c2.jpg,58f2b170822756074fa0dafa7d0b70484fc0505090ac9c590862b8880557991c,0.03870824795567095,0.16263940770455765,0.07307728786094515,5.0,0.28651215625640947,0.021106255269990028,0.01025862174750678,0.25779783222630676,2,dark_small_objects_many_parts
train,Antenna_120_jpg.rf.addfc802043251ad7ba8930e7c9fb841.jpg,8b66f908c4bafd8e9824878cd4d691f85a24c97547d8ecdf0807a3aebcd81597,0.033962069717806784,0.1318021213951105,0.07475166320800782,5.0,0.24565472340112227,0.010859904601128588,0.0037409259755945778,0.16895872885649318,2,dark_small_objects_many_parts
train,Antenna_121_jpg.rf.54d6448a9624423a321c5cd993f44172.jpg,c2e3b86ec847a7e350c1ca41f7043f43d88732e4a43679cbad39f23e69480c6b,0.03260752824831521,0.09719833764497901,0.0,4.0,0.29839056038510153,0.0795130835993528,0.0021404267179948354,0.6876502111502033,2,dark_small_objects_many_parts
train,Antenna_122_jpg.rf.9c66c6926f184753550cf15d79bc7ec7.jpg,fe36ca0d9f454fa1ac7ead66db46303e193c73fc3970fdb59746b4c43533c485,0.023853863208821068,0.08927248098991966,0.00014114834222139097,5.0,0.1885100631609948,0.017459991901088094,0.0008098911905926405,0.2756838058575118,2,dark_small_objects_many_parts
train,Antenna_123_jpg.rf.98318c682a2ce6959e3f7f53a890a221.jpg,9c07fee9a4e3d676dd0a83ab4ef89015a98c33dacdaa4d8f8a42fd909b1fdc73,0.11588207899020503,0.22600359570186826,0.13392344456092983,8.0,0.34811297105603145,0.027825547333932867,0.012397295454266566,0.5155956644526135,0,bright_large_objects_many_parts
train,Antenna_124_jpg.rf.3d059e131084d4532bcb72527ddf6f2a.jpg,d4e4973265283ba2ce667842588601d6df51219035778f48622f6e698b0c4550,0.08544020019800777,0.21481362000746224,0.14242667403875614,11.0,0.21600779739397347,0.012789969970917544,0.004601654492003639,0.4982198170908076,2,dark_small_objects_many_parts
train,Antenna_125_jpg.rf.7a7b22411e994f03cb34168874213ad4.jpg,6639795b20c2f1af719317d90742f8823d49ad21213ab3c560fbc0de85431a6a,0.19010157737669567,0.2761015872467967,0.28059686398973654,13.0,0.7297610470385505,0.04630053274011432,0.0021737339314607668,0.6945675934837067,0,bright_large_objects_many_parts
train,Antenna_126_jpg.rf.53c00177387cfc19160121392cc8eb2f.jpg,8a82c6c94a4f7cfde515badfb12d34fe8cfc216aa14b4146ab8569c483837536,0.09195144076384268,0.2609694811730992,0.07059830310297947,8.0,0.21542930368640734,0.02173558630337262,0.011441904331164859,0.29844490373338806,2,dark_small_objects_many_parts
train,Antenna_127_jpg.rf.f3c9b0d86a40ef5902bacc6bed5bf95e.jpg,f73c39273ff149c01de9aa4f96e5d911ca6692cd89d2e309fc412d63537ef566,0.05600254935955453,0.18485711140444694,0.0822998046875,4.0,0.3008798363388711,0.043502726808976114,0.015850727587313106,0.6108192347404754,2,dark_small_objects_many_parts
train,Antenna_128_jpg.rf.649c314093b9b30f456da4fe9aba2d5c.jpg,52a20ed99f75de5e0f84357846e50645312bec36aca8857f7db019efb575574a,0.039859474494666154,0.16618921601497136,0.0515103396247415,4.0,0.26567235869414685,0.04766437548098246,0.01695512466539398,0.38531186946377144,2,dark_small_objects_many_parts
